post_id,timestamp,text,category,sentiment,language,has_link,likes,comments,shares,is_spam
3434,2023-12-12 22:17:00,Rally at London calling for climate action reform.,politics,neutral,de,0,8,1,1,0
2526,2024-07-02 06:49:00,Matchday! United vs United at 6pm. Predictions?,sports,negative,en,0,38,12,5,0
4651,2024-12-29 00:00:00,FLASH SALE: laptop at 70% off. Limited time! #Sale,promotion,positive,en,0,13,2,1,0
3689,2023-06-26 05:33:00,Meetup at Berlin for music festival. RSVP below.,event,positive,es,0,62,18,6,0
2764,2025-01-31 19:19:00,Public health update: policy change cases rising in Mumbai.,health_wellness,positive,fr,0,62,22,13,0
803,2023-01-09 19:27:00,Report: weather alert could affect students.,news,neutral,fr,0,37,11,8,0
2998,2024-01-03 21:55:00,Latest update on concert announcement: authorities confirm new info.,news,neutral,hi,0,90,33,20,0
2229,2023-11-30 17:37:00,Missed my brother today. 🥲,personal_update,positive,en,1,64,25,5,0
4786,2024-01-21 16:53:00,"Hi Acme, my order #89346 hasn’t arrived. Please help.",customer_support,positive,fr,0,32,12,7,0
2078,2023-04-21 10:51:00,Report: power outage could affect small businesses.,news,positive,en,1,46,14,11,0
583,2025-01-01 22:09:00,Just had pasta with friends. So good! 💖,personal_update,positive,en,0,31,12,3,0
204,2023-11-05 08:43:00,"New day, new goals. #MondayMotivation 💪",personal_update,positive,hi,0,45,15,9,0
4347,2023-02-05 07:55:00,Report: power outage could affect seniors.,news,neutral,fr,1,32,3,7,0
3479,2025-04-01 13:41:00,"New day, new goals. #Breaking 🎉",personal_update,positive,es,0,15,4,2,0
2930,2024-08-23 13:24:00,Missed my brother today. 🤷,personal_update,neutral,de,0,29,9,2,0
3086,2024-03-06 05:05:00,"New day, new goals. #Fitness 😂",personal_update,positive,en,0,54,11,16,0
1019,2024-05-20 20:09:00,Feeling happy today! 💖 #Health,personal_update,positive,hi,0,73,10,17,0
1584,2023-12-01 01:10:00,Weekend vibes at the Mumbai! 🥲,personal_update,negative,en,0,53,18,7,0
1033,2023-01-28 07:28:00,Heads up: data breach expected later this week.,news,neutral,hi,1,92,26,12,0
1719,2025-01-06 05:27:00,Photos from music festival are up—tag yourself!,event,positive,fr,1,44,13,12,0
1282,2024-05-25 04:22:00,Feature request: please add faster charging to coffee maker.,product_feedback,positive,en,0,7,1,1,0
2499,2023-12-03 15:38:00,In-depth: What concert announcement means for Sydney.,news,neutral,de,0,85,20,6,0
3351,2024-05-16 17:03:00,This cat has more confidence than me 🤔,meme_joke,positive,fr,0,92,35,9,0
518,2024-02-04 15:12:00,POV: You at 8am meetings 😴😴,meme_joke,neutral,de,0,70,25,10,0
1748,2025-07-31 00:05:00,Feeling meh today! 🥲 #Sale,personal_update,positive,de,0,38,14,9,0
4653,2023-12-28 02:33:00,Updating to say headphones performance improved after patch.,product_feedback,negative,es,0,9,1,2,0
3733,2024-01-21 04:04:00,Mental health matters. Take a break. 🤔,health_wellness,neutral,en,0,8,1,2,0
669,2025-08-08 00:13:00,Updating to say laptop performance improved after patch.,product_feedback,negative,en,0,9,1,0,0
4060,2025-07-02 18:17:00,Starting a 30-day meditation challenge. Who’s in?,health_wellness,positive,en,0,59,16,8,0
3027,2025-06-16 14:04:00,Public health update: market rally cases rising in Sydney.,health_wellness,neutral,fr,0,14,4,1,0
4933,2024-12-17 09:37:00,New bill on healthcare passes in New York.,politics,neutral,hi,1,68,13,10,0
3287,2025-06-10 08:32:00,Having trouble logging into my Stark account—any fix?,customer_support,negative,en,0,15,3,1,0
2651,2024-03-03 08:08:00,Join us at the tech summit this Friday! Tickets available now. #Breaking,event,neutral,en,1,62,18,10,0
4454,2023-02-19 23:51:00,When you open the fridge and forget why you came: 🔥 #relatable,meme_joke,positive,es,0,81,16,18,0
3193,2023-06-17 14:44:00,Having trouble logging into my Stark account—any fix?,customer_support,negative,en,0,1,0,0,0
2125,2025-07-04 18:05:00,The coffee maker design is sleek but camera needs work.,product_feedback,positive,en,0,31,11,2,0
3376,2023-06-16 13:11:00,Breaking: policy change just happened in Toronto. Details emerging. #Sports,news,negative,en,0,86,10,5,0
3393,2023-02-27 20:10:00,Missed my dad today. 💪,personal_update,neutral,fr,0,26,3,3,0
3486,2024-01-25 19:19:00,This cat has more confidence than me 🥲,meme_joke,neutral,es,0,68,17,3,0
760,2025-02-23 18:35:00,Buy 1 get 1 on all laptop until Thursday.,promotion,positive,hi,0,55,7,11,1
3380,2025-05-24 21:59:00,Me: I’ll sleep early. Also me at 3am: 😂,meme_joke,positive,de,1,140,53,16,0
4441,2024-11-28 11:44:00,Debate tonight on privacy law. What are your thoughts?,politics,negative,en,1,34,6,8,0
2527,2023-06-13 00:46:00,Tough loss for Warriors. Refs were wild.,sports,negative,fr,1,98,19,19,0
4859,2025-03-30 18:35:00,This cat has more confidence than me 😂,meme_joke,neutral,hi,0,46,7,9,0
908,2024-06-16 19:37:00,Exclusive: laptop bundle for $117!,promotion,positive,hi,0,54,15,15,0
2684,2023-11-18 07:23:00,Feeling meh today! 😂 #Sale,personal_update,positive,es,0,52,20,6,0
215,2023-10-01 09:41:00,Exclusive: sneakers bundle for $241!,promotion,positive,en,1,11,3,2,0
3332,2023-08-15 13:56:00,When you open the fridge and forget why you came: 🤔 #relatable,meme_joke,positive,en,0,99,12,28,0
4459,2024-05-15 20:52:00,Having trouble logging into my Acme account—any fix?,customer_support,neutral,en,0,2,0,0,0
694,2023-01-04 19:21:00,Meetup at London for community fair. RSVP below.,event,positive,en,1,98,17,20,0
1504,2024-02-04 20:29:00,When you open the fridge and forget why you came: 😴 #relatable,meme_joke,positive,en,0,107,21,15,0
2415,2025-04-30 22:17:00,"New day, new goals. #LOL 🔥",personal_update,negative,en,0,40,12,9,0
2119,2023-11-18 07:37:00,The smartwatch design is sleek but camera needs work.,product_feedback,negative,hi,0,11,1,2,0
3859,2024-07-17 16:19:00,Transfer rumor: J. Smith to Warriors?,sports,positive,en,0,110,36,32,0
2463,2023-11-06 04:01:00,New drop: sneakers! Grab yours today.,promotion,positive,hi,0,56,8,13,0
3636,2025-01-17 12:12:00,Loving the new Acme smartwatch! Battery lasts all day.,product_feedback,negative,hi,0,36,13,2,0
4106,2024-01-30 07:10:00,Thanks Acme support for resolving my issue fast!,customer_support,negative,en,0,16,4,2,0
4479,2024-11-03 17:24:00,The Globex app keeps crashing after update.,customer_support,negative,de,0,8,1,1,0
197,2023-07-03 09:04:00,"Refund request for defective smartwatch, DM sent.",customer_support,negative,en,0,14,1,2,0
4668,2023-08-28 16:03:00,When you open the fridge and forget why you came: 🤷 #relatable,meme_joke,positive,en,0,79,19,15,0
1544,2025-05-21 17:10:00,Feeling happy today! 😴 #MondayMotivation,personal_update,neutral,en,0,14,4,1,0
1331,2024-10-17 19:56:00,The Umbrella app keeps crashing after update.,customer_support,negative,fr,0,13,2,1,0
880,2024-09-02 14:43:00,Updating to say laptop performance improved after patch.,product_feedback,positive,en,0,44,17,9,0
4503,2025-08-03 10:52:00,Meetup at Toronto for charity run. RSVP below.,event,neutral,en,0,55,15,3,0
3502,2024-10-19 13:58:00,Exclusive: laptop bundle for $34!,promotion,positive,en,1,16,5,2,0
3895,2023-10-23 08:30:00,Meetup at London for tech summit. RSVP below.,event,positive,en,0,85,29,14,0
4991,2024-01-22 09:10:00,Record broken: M. Khan sets new high for runs.,sports,positive,en,0,99,32,17,0
888,2025-03-17 12:52:00,Use code BUNDLE for free shipping on headphones.,promotion,neutral,en,1,17,2,2,0
1346,2024-08-10 07:04:00,Rally at Sydney calling for education reform reform.,politics,positive,en,0,30,3,6,0
69,2023-05-28 14:58:00,Livestream starts at 2pm! Don’t miss the book club.,event,positive,en,1,116,19,30,0
4211,2024-03-14 20:12:00,In-depth: What power outage means for Delhi.,news,neutral,en,1,96,14,11,0
1816,2023-07-14 03:35:00,New drop: sneakers! Grab yours today.,promotion,neutral,en,0,22,8,3,0
569,2025-04-15 21:05:00,Not impressed with Acme's coffee maker build quality.,product_feedback,neutral,hi,0,31,11,2,0
2168,2023-01-29 00:48:00,Having trouble logging into my Initech account—any fix?,customer_support,negative,en,0,11,2,3,0
97,2025-06-22 17:30:00,Feeling grateful today! 💖 #News,personal_update,positive,en,0,36,10,6,0
4182,2025-03-29 11:08:00,Use code SAVE20 for free shipping on laptop.,promotion,neutral,de,0,29,6,2,1
3354,2023-12-10 21:01:00,Meetup at Berlin for tech summit. RSVP below.,event,negative,de,1,39,15,6,0
140,2025-07-04 18:17:00,Having trouble logging into my Stark account—any fix?,customer_support,negative,en,0,5,1,0,0
4955,2023-03-12 23:48:00,Me: I’ll sleep early. Also me at 3am: 🤔,meme_joke,positive,fr,0,156,18,22,0
2603,2025-07-02 18:26:00,Breaking: data breach just happened in Berlin. Details emerging. #MondayMotivation,news,positive,en,1,87,14,12,0
4024,2023-01-12 00:27:00,The Stark app keeps crashing after update.,customer_support,neutral,en,0,2,0,0,0
4773,2024-03-22 22:35:00,Join us at the tech summit this Sunday! Tickets available now. #Tech,event,negative,en,1,26,9,6,0
1607,2025-02-21 21:24:00,Feature request: please add noise cancellation to coffee maker.,product_feedback,positive,hi,0,6,1,0,0
1630,2024-06-15 18:38:00,Loving the new Globex smartwatch! Battery lasts all day.,product_feedback,positive,es,0,36,8,10,0
1540,2023-09-25 01:19:00,Meetup at Mumbai for tech summit. RSVP below.,event,neutral,en,1,78,30,10,0
1695,2023-09-10 09:43:00,Missed my brother today. 🥲,personal_update,neutral,en,0,26,5,5,0
2060,2025-01-27 06:44:00,Me: I’ll sleep early. Also me at 3am: 🤔,meme_joke,positive,es,0,154,34,36,0
464,2024-04-10 05:45:00,Weekend vibes at the Toronto! 🔥,personal_update,neutral,en,0,41,13,6,0
2331,2025-06-14 20:58:00,Just had tacos with friends. So good! 🥲,personal_update,neutral,hi,0,40,4,8,0
3044,2024-04-21 09:00:00,Buy 1 get 1 on all coffee maker until Wednesday.,promotion,neutral,en,1,33,12,4,1
4735,2024-04-29 05:18:00,Latest update on concert announcement: authorities confirm new info.,news,neutral,fr,0,94,27,20,0
595,2023-04-13 11:41:00,Report: power outage could affect small businesses.,news,positive,de,0,13,3,1,0
3815,2024-03-30 21:09:00,Not impressed with Acme's headphones build quality.,product_feedback,negative,fr,0,22,8,1,0
626,2023-02-02 05:25:00,Missed my dad today. 🙌,personal_update,positive,en,0,26,3,7,0
451,2023-07-07 07:21:00,Exclusive: laptop bundle for $167!,promotion,positive,fr,0,25,8,1,0
1500,2023-01-15 01:50:00,Missed my mom today. 🔥,personal_update,neutral,de,1,17,4,1,0
2457,2024-07-08 08:58:00,Latest update on market rally: authorities confirm new info.,news,neutral,en,1,98,24,17,0
4723,2023-08-01 10:16:00,"New day, new goals. #Tech 🥲",personal_update,positive,en,0,62,8,10,0
2985,2023-01-03 16:26:00,Use code SAVE20 for free shipping on laptop.,promotion,neutral,hi,0,50,19,8,0
1570,2023-01-30 15:07:00,Feature request: please add offline sync to smartwatch.,product_feedback,positive,en,0,34,5,6,0
1035,2025-03-13 18:39:00,"New day, new goals. #Breaking 🔥",personal_update,positive,fr,0,22,8,2,0
3519,2024-10-25 09:20:00,Weekend vibes at the Delhi! 🔥,personal_update,positive,fr,0,37,4,5,0
1558,2024-11-19 21:57:00,Loving the new Globex coffee maker! Battery lasts all day.,product_feedback,neutral,en,1,9,3,1,0
3625,2023-07-28 01:31:00,Buy 1 get 1 on all sneakers until Friday.,promotion,positive,de,0,27,4,4,1
4665,2024-06-16 13:03:00,In-depth: What power outage means for Delhi.,news,neutral,en,1,17,2,3,0
151,2025-07-09 01:31:00,Mental health matters. Take a break. 🎉,health_wellness,positive,fr,1,53,10,4,0
1421,2023-05-25 20:12:00,Missed my mom today. 🥲,personal_update,positive,en,0,15,1,3,0
2012,2024-06-18 16:53:00,Friend: ‘We should work out.’ Us: 😀,meme_joke,positive,en,1,88,25,14,0
2687,2024-12-08 10:52:00,POV: You at 8am meetings 🔥🔥,meme_joke,positive,de,0,92,14,23,0
1787,2024-09-15 17:55:00,Feature request: please add dark mode to laptop.,product_feedback,neutral,en,0,26,3,4,0
89,2023-03-14 16:56:00,Feeling grateful today! 😂 #Health,personal_update,positive,en,0,19,3,3,0
458,2023-02-12 02:17:00,Weekend vibes at the Delhi! 😴,personal_update,positive,en,1,51,16,15,0
1306,2025-01-22 07:00:00,"Hi Initech, my order #73133 hasn’t arrived. Please help.",customer_support,neutral,en,0,18,5,2,0
2926,2024-03-15 06:22:00,Missed my grandma today. 🥲,personal_update,positive,de,0,37,12,9,0
3271,2025-04-05 08:46:00,Thanks Initech support for resolving my issue fast!,customer_support,negative,es,1,15,2,0,0
3228,2023-06-09 11:43:00,Livestream starts at 6pm! Don’t miss the tech summit.,event,positive,hi,1,65,20,18,0
1989,2025-03-05 09:43:00,The Umbrella app keeps crashing after update.,customer_support,neutral,en,0,14,2,0,0
3755,2024-11-30 16:10:00,Tried keto for a week—here’s how I feel.,health_wellness,positive,es,1,55,6,16,0
3647,2023-03-11 07:51:00,In-depth: What policy change means for Sydney.,news,neutral,en,1,59,21,15,0
832,2023-11-18 12:13:00,Missed my sister today. 🔥,personal_update,neutral,en,1,40,7,4,0
240,2024-10-21 17:05:00,Record broken: K. Garcia sets new high for points.,sports,neutral,en,1,96,18,20,0
4682,2023-02-19 00:21:00,Friend: ‘We should work out.’ Us: 😂,meme_joke,positive,en,0,135,33,29,0
3023,2023-03-23 11:26:00,FLASH SALE: smartwatch at 50% off. Limited time! #Sports,promotion,neutral,es,0,8,3,0,0
3149,2025-05-26 04:08:00,Not impressed with Initech's coffee maker build quality.,product_feedback,negative,en,0,35,10,10,0
1947,2023-06-22 23:17:00,The Acme app keeps crashing after update.,customer_support,negative,en,0,9,1,1,0
2776,2023-01-07 04:12:00,Livestream starts at 10am! Don’t miss the community fair.,event,neutral,en,1,75,26,9,0
193,2023-10-15 04:07:00,Me: I’ll sleep early. Also me at 3am: 😂,meme_joke,positive,fr,0,42,4,8,0
4850,2024-11-21 15:06:00,Feature request: please add noise cancellation to laptop.,product_feedback,neutral,en,1,13,2,2,0
4940,2024-04-21 15:48:00,Friend: ‘We should work out.’ Us: 🤔,meme_joke,positive,en,0,117,26,33,0
945,2023-07-12 04:08:00,Latest update on market rally: authorities confirm new info.,news,neutral,en,1,29,5,6,0
1269,2024-10-25 00:17:00,Me: I’ll sleep early. Also me at 3am: 😅,meme_joke,neutral,hi,1,102,40,21,0
4232,2025-05-05 06:05:00,Me: I’ll sleep early. Also me at 3am: 🤔,meme_joke,positive,fr,1,71,22,6,0
2308,2024-05-29 13:22:00,The headphones design is sleek but camera needs work.,product_feedback,negative,de,0,26,7,7,0
4425,2023-07-28 00:09:00,Matchday! United vs Tigers at 8pm. Predictions?,sports,positive,en,0,93,35,12,0
4712,2024-07-03 08:00:00,Just had tacos with friends. So good! 🎉,personal_update,negative,de,0,32,4,5,0
2314,2024-08-29 15:27:00,Feature request: please add faster charging to coffee maker.,product_feedback,neutral,en,0,37,13,4,0
3215,2024-10-17 19:33:00,This cat has more confidence than me 😀,meme_joke,positive,en,1,115,29,16,0
2733,2023-02-18 05:34:00,Feeling tired today! 🤷 #MondayMotivation,personal_update,positive,en,0,11,4,2,0
1927,2024-10-14 06:24:00,Use code WELCOME10 for free shipping on smartwatch.,promotion,neutral,en,1,32,5,5,0
4228,2025-01-23 16:16:00,Public health update: weather alert cases rising in Delhi.,health_wellness,positive,hi,0,50,13,8,0
4677,2023-08-17 11:34:00,Updating to say coffee maker performance improved after patch.,product_feedback,neutral,en,1,35,13,6,0
801,2024-12-30 06:51:00,Tough loss for City. Refs were wild.,sports,negative,en,0,87,32,12,0
3672,2024-08-15 18:21:00,Having trouble logging into my Globex account—any fix?,customer_support,negative,fr,0,11,3,2,0
4194,2024-07-31 04:38:00,Join us at the charity run this Sunday! Tickets available now. #Sports,event,positive,en,0,51,10,7,0
2969,2023-10-02 19:17:00,Tried Mediterranean for a week—here’s how I feel.,health_wellness,positive,en,0,53,12,4,0
4794,2024-04-18 05:04:00,When you open the fridge and forget why you came: 💪 #relatable,meme_joke,positive,fr,0,42,8,6,0
4369,2023-09-26 10:01:00,The Stark app keeps crashing after update.,customer_support,neutral,en,0,4,1,1,0
2777,2023-10-09 01:58:00,Not impressed with Umbrella's sneakers build quality.,product_feedback,positive,de,0,40,4,8,0
2971,2024-02-19 07:06:00,Buy 1 get 1 on all coffee maker until Wednesday.,promotion,neutral,de,0,35,9,10,0
3868,2024-04-05 21:35:00,Updating to say coffee maker performance improved after patch.,product_feedback,positive,en,0,58,18,10,0
1744,2023-12-01 10:58:00,New bill on education reform passes in Berlin.,politics,negative,de,1,18,3,4,0
3949,2024-04-16 19:53:00,Tough loss for United. Refs were wild.,sports,positive,en,0,117,38,17,0
3803,2023-09-10 09:14:00,Reminder: drink water and stretch today! 🔥,health_wellness,negative,en,0,62,16,7,0
2025,2024-11-21 12:45:00,Fact check: claims about climate action and taxes.,politics,neutral,en,0,42,16,7,0
2275,2025-03-02 19:20:00,Thanks Initech support for resolving my issue fast!,customer_support,neutral,en,0,4,0,0,0
100,2024-08-26 05:24:00,Me: I’ll sleep early. Also me at 3am: 😀,meme_joke,positive,en,0,167,56,17,0
4922,2024-08-19 10:54:00,POV: You at 8am meetings 😀😀,meme_joke,neutral,fr,0,37,8,3,0
3408,2023-04-24 02:41:00,New bill on climate action passes in London.,politics,negative,en,1,55,21,2,0
4246,2024-10-06 04:47:00,Buy 1 get 1 on all coffee maker until Wednesday.,promotion,neutral,en,0,30,10,7,1
4620,2025-05-16 23:31:00,When you open the fridge and forget why you came: 🤷 #relatable,meme_joke,neutral,en,0,122,48,14,0
4917,2024-03-03 00:49:00,Countdown to tech summit: only 12 days left!,event,positive,en,0,39,12,7,0
192,2025-02-04 21:57:00,Just had biryani with friends. So good! 🤔,personal_update,neutral,hi,0,42,11,6,0
4697,2024-11-13 15:42:00,Me: I’ll sleep early. Also me at 3am: 💪,meme_joke,positive,hi,0,60,22,7,0
1785,2023-01-03 17:58:00,Opinion: privacy law will impact commuters the most.,politics,negative,en,0,43,7,11,0
1533,2024-08-29 23:16:00,When you open the fridge and forget why you came: 💖 #relatable,meme_joke,positive,hi,1,148,20,42,0
2835,2024-04-05 09:16:00,Livestream starts at 2pm! Don’t miss the charity run.,event,positive,en,1,66,16,8,0
4445,2023-07-04 14:07:00,Feeling excited today! 🥲 #Fitness,personal_update,positive,hi,0,57,20,2,0
4916,2023-01-08 05:38:00,FLASH SALE: smartwatch at 60% off. Limited time! #MondayMotivation,promotion,positive,en,0,59,22,13,0
1599,2025-01-03 22:42:00,Loving the new Acme smartwatch! Battery lasts all day.,product_feedback,negative,en,0,8,1,0,0
1780,2025-05-26 00:12:00,This cat has more confidence than me 🤷,meme_joke,positive,hi,0,24,7,2,0
4901,2024-03-08 08:13:00,Having trouble logging into my Umbrella account—any fix?,customer_support,negative,es,1,11,1,2,0
2575,2023-03-31 10:10:00,Heads up: weather alert expected later this week.,news,neutral,hi,1,120,26,8,0
3399,2023-12-09 23:22:00,Tried keto for a week—here’s how I feel.,health_wellness,positive,en,0,74,9,5,0
3976,2025-01-06 03:04:00,Missed my grandma today. 🤷,personal_update,neutral,en,0,24,9,6,0
3771,2023-10-24 20:03:00,Not impressed with Umbrella's coffee maker build quality.,product_feedback,positive,en,0,6,1,0,0
167,2024-04-09 13:28:00,Just had biryani with friends. So good! 💪,personal_update,negative,en,1,18,2,3,0
1752,2024-04-05 02:25:00,Countdown to tech summit: only 12 days left!,event,positive,es,1,30,4,8,0
1480,2023-07-26 00:30:00,Me: I’ll sleep early. Also me at 3am: 🎉,meme_joke,neutral,en,0,67,24,9,0
1025,2025-01-09 11:41:00,FLASH SALE: coffee maker at 20% off. Limited time! #Sale,promotion,neutral,es,0,15,5,4,0
1789,2024-09-24 12:42:00,Weekend vibes at the Delhi! 🤷,personal_update,neutral,es,0,12,1,2,0
2265,2024-10-27 04:51:00,Tough loss for Lions. Refs were wild.,sports,negative,es,0,34,3,3,0
2474,2024-01-04 19:29:00,New drop: smartwatch! Grab yours today.,promotion,neutral,en,0,19,4,1,0
1823,2025-02-13 11:43:00,The sneakers design is sleek but camera needs work.,product_feedback,positive,en,1,40,13,6,0
1221,2023-03-22 23:53:00,Reminder: drink water and stretch today! 🙌,health_wellness,positive,en,0,79,11,8,0
1667,2024-07-14 16:21:00,Starting a 30-day running challenge. Who’s in?,health_wellness,neutral,en,0,62,16,3,0
2961,2024-04-30 06:48:00,Weekend vibes at the Delhi! 😴,personal_update,positive,de,0,10,3,1,0
153,2024-11-02 15:59:00,POV: You at 8am meetings 🙌🙌,meme_joke,positive,en,0,28,2,7,0
2535,2023-08-21 15:17:00,Feeling happy today! 🎉 #Sports,personal_update,positive,es,0,7,1,0,0
4689,2023-03-15 05:37:00,Just had ramen with friends. So good! 🥲,personal_update,negative,fr,0,55,11,8,0
1979,2024-07-18 23:17:00,New bill on tax policy passes in Toronto.,politics,positive,en,0,16,2,1,0
1470,2023-07-04 21:41:00,This cat has more confidence than me 🎉,meme_joke,positive,fr,0,71,20,16,0
2808,2023-06-09 08:50:00,Friend: ‘We should work out.’ Us: 🤔,meme_joke,positive,fr,1,66,9,12,0
2513,2023-09-29 17:50:00,Me: I’ll sleep early. Also me at 3am: 🤷,meme_joke,positive,en,0,129,30,28,0
2944,2023-01-21 00:04:00,Tough loss for Tigers. Refs were wild.,sports,negative,en,0,53,12,2,0
2981,2023-08-06 21:38:00,Weekend vibes at the London! 😀,personal_update,positive,fr,0,56,7,6,0
4823,2024-03-09 11:24:00,POV: You at 8am meetings 🥲🥲,meme_joke,positive,de,0,31,8,8,0
3018,2024-03-09 20:36:00,Just had tacos with friends. So good! 🤷,personal_update,negative,en,0,30,9,3,0
1567,2025-05-26 13:15:00,Tried low-carb for a week—here’s how I feel.,health_wellness,positive,en,0,66,7,14,0
32,2025-04-24 15:51:00,Tough loss for United. Refs were wild.,sports,neutral,en,0,40,13,4,0
938,2023-09-01 00:16:00,Starting a 30-day yoga challenge. Who’s in?,health_wellness,negative,hi,1,38,9,2,0
1216,2024-11-20 18:37:00,Friend: ‘We should work out.’ Us: 🙌,meme_joke,positive,de,1,42,13,5,0
1938,2024-08-25 21:54:00,Missed my brother today. 🤷,personal_update,positive,de,1,58,14,7,0
1130,2023-08-05 20:08:00,Use code DEAL50 for free shipping on coffee maker.,promotion,positive,hi,1,8,2,1,0
310,2024-05-26 20:29:00,This cat has more confidence than me 💖,meme_joke,neutral,es,0,138,47,11,0
4902,2025-02-07 09:39:00,Missed my mom today. 🤷,personal_update,negative,es,0,19,4,5,0
2169,2023-10-26 16:43:00,"Refund request for defective headphones, DM sent.",customer_support,negative,de,1,7,2,1,0
3114,2024-08-25 09:40:00,Reminder: drink water and stretch today! 💪,health_wellness,positive,en,0,71,24,9,0
496,2023-04-01 11:46:00,Having trouble logging into my Umbrella account—any fix?,customer_support,negative,de,0,7,1,1,0
206,2025-07-31 19:13:00,When you open the fridge and forget why you came: 😅 #relatable,meme_joke,positive,en,0,12,3,2,0
2674,2023-04-08 02:45:00,Livestream starts at 10am! Don’t miss the music festival.,event,neutral,de,0,76,8,20,0
3358,2023-03-18 11:05:00,"Refund request for defective sneakers, DM sent.",customer_support,negative,en,1,18,3,5,0
3831,2025-01-23 00:50:00,Livestream starts at 6pm! Don’t miss the tech summit.,event,neutral,en,1,31,5,7,0
306,2025-06-15 21:02:00,The Initech app keeps crashing after update.,customer_support,positive,en,0,27,6,3,0
3794,2023-03-05 15:26:00,"Hi Stark, my order #69485 hasn’t arrived. Please help.",customer_support,neutral,en,1,14,5,4,0
2202,2023-03-02 21:11:00,Opinion: education reform will impact small businesses the most.,politics,neutral,es,0,72,20,12,0
1062,2023-07-08 10:45:00,Latest update on concert announcement: authorities confirm new info.,news,positive,en,0,79,18,6,0
844,2025-06-06 11:29:00,POV: You at 8am meetings 🙌🙌,meme_joke,neutral,fr,0,41,14,5,0
3873,2024-05-18 13:03:00,Thanks Acme support for resolving my issue fast!,customer_support,negative,en,0,15,1,1,0
2252,2024-03-10 07:59:00,Missed my mom today. 🔥,personal_update,negative,en,0,20,2,5,0
212,2023-09-08 07:15:00,Use code FREESHIP for free shipping on laptop.,promotion,positive,en,0,48,10,3,0
3998,2023-11-23 17:05:00,Friend: ‘We should work out.’ Us: 🤷,meme_joke,positive,fr,0,78,12,21,0
680,2025-04-23 05:29:00,Fact check: claims about tax policy and taxes.,politics,negative,en,1,55,12,11,0
566,2023-05-22 15:18:00,Missed my brother today. 🥲,personal_update,positive,es,1,42,13,9,0
3291,2023-03-04 00:50:00,Matchday! Warriors vs Royals at 6pm. Predictions?,sports,positive,en,1,22,8,2,0
4355,2023-08-27 19:19:00,Weekend vibes at the Delhi! 😂,personal_update,neutral,en,1,27,10,1,0
681,2025-03-01 02:57:00,Feature request: please add noise cancellation to coffee maker.,product_feedback,negative,hi,0,10,2,0,0
181,2023-02-22 21:18:00,The coffee maker design is sleek but camera needs work.,product_feedback,positive,en,0,42,10,3,0
4280,2023-08-23 14:14:00,"Hi Umbrella, my order #26790 hasn’t arrived. Please help.",customer_support,negative,es,0,18,4,1,0
2496,2023-09-25 03:48:00,Debate tonight on education reform. What are your thoughts?,politics,negative,en,0,17,3,4,0
2317,2023-08-16 16:27:00,Updating to say laptop performance improved after patch.,product_feedback,negative,de,0,32,7,8,0
4274,2024-02-22 08:36:00,Me: I’ll sleep early. Also me at 3am: 😅,meme_joke,positive,fr,1,106,28,17,0
279,2023-04-30 02:07:00,Public health update: weather alert cases rising in Sydney.,health_wellness,positive,fr,1,88,20,4,0
3684,2024-10-04 18:46:00,"New day, new goals. #MondayMotivation 🥲",personal_update,positive,de,0,65,21,6,0
4763,2024-05-13 16:00:00,Friend: ‘We should work out.’ Us: 🔥,meme_joke,positive,fr,1,101,15,18,0
433,2024-12-08 11:26:00,Weekend vibes at the Berlin! 🎉,personal_update,positive,fr,0,29,4,2,0
290,2023-08-25 07:21:00,Tough loss for United. Refs were wild.,sports,positive,es,0,73,14,15,0
1028,2024-02-20 03:23:00,Buy 1 get 1 on all laptop until Monday.,promotion,positive,en,0,4,1,0,1
536,2023-03-18 23:49:00,Me: I’ll sleep early. Also me at 3am: 🎉,meme_joke,positive,en,0,43,7,2,0
3632,2024-03-27 17:58:00,Public health update: weather alert cases rising in London.,health_wellness,positive,en,0,80,17,13,0
189,2023-12-12 23:43:00,Missed my brother today. 😂,personal_update,neutral,es,0,19,2,1,0
2175,2024-03-10 04:04:00,Starting a 30-day meditation challenge. Who’s in?,health_wellness,neutral,en,0,48,11,2,0
3916,2024-08-24 01:23:00,Just had sushi with friends. So good! 🔥,personal_update,positive,en,0,17,4,2,0
1863,2024-03-13 23:47:00,Report: power outage could affect commuters.,news,neutral,fr,1,59,10,14,0
271,2024-05-29 03:28:00,Countdown to tech summit: only 12 days left!,event,positive,en,0,98,13,16,0
1729,2023-10-07 22:59:00,FLASH SALE: smartwatch at 25% off. Limited time! #Sale,promotion,negative,en,1,45,15,2,1
4076,2025-07-23 20:08:00,Feeling grateful today! 🤔 #Sale,personal_update,positive,en,0,20,6,4,0
2158,2024-03-20 01:54:00,"New day, new goals. #Sale 🥲",personal_update,neutral,en,0,52,7,10,0
3932,2024-03-11 06:25:00,Loving the new Acme laptop! Battery lasts all day.,product_feedback,neutral,fr,0,12,1,2,0
112,2023-03-01 00:28:00,Matchday! Warriors vs United at 10am. Predictions?,sports,positive,en,0,86,34,11,0
2385,2023-03-03 14:32:00,POV: You at 8am meetings 🤷🤷,meme_joke,positive,en,0,65,20,6,0
221,2023-08-30 19:28:00,Breaking: power outage just happened in New York. Details emerging. #Health,news,neutral,en,1,28,3,8,0
